cohort,quarter,date,day_of_quarter,downloads,cum_downloads
datadog,2018Q1,2018-03-21,80,807,47716
datadog,2018Q1,2018-03-22,81,652,48368
datadog,2018Q1,2018-03-23,82,588,48956
datadog,2018Q1,2018-03-24,83,112,49068
datadog,2018Q1,2018-03-25,84,56,49124
datadog,2018Q1,2018-03-26,85,706,49830
datadog,2018Q1,2018-03-27,86,793,50623
datadog,2018Q1,2018-03-28,87,827,51450
datadog,2018Q1,2018-03-29,88,921,52371
datadog,2018Q1,2018-03-30,89,441,52812
datadog,2018Q1,2018-03-31,90,144,52956
datadog,2018Q2,2018-04-01,1,93,93
datadog,2018Q2,2018-04-02,2,525,618
datadog,2018Q2,2018-04-03,3,858,1476
datadog,2018Q2,2018-04-04,4,810,2286
datadog,2018Q2,2018-04-05,5,952,3238
datadog,2018Q2,2018-04-06,6,853,4091
datadog,2018Q2,2018-04-07,7,148,4239
datadog,2018Q2,2018-04-08,8,125,4364
datadog,2018Q2,2018-04-09,9,880,5244
datadog,2018Q2,2018-04-10,10,914,6158
datadog,2018Q2,2018-04-11,11,1153,7311
datadog,2018Q2,2018-04-12,12,1117,8428
datadog,2018Q2,2018-04-13,13,1038,9466
datadog,2018Q2,2018-04-14,14,191,9657
datadog,2018Q2,2018-04-15,15,116,9773
datadog,2018Q2,2018-04-16,16,1025,10798
datadog,2018Q2,2018-04-17,17,1253,12051
datadog,2018Q2,2018-04-18,18,979,13030
datadog,2018Q2,2018-04-19,19,1001,14031
datadog,2018Q2,2018-04-20,20,957,14988
datadog,2018Q2,2018-04-21,21,128,15116
datadog,2018Q2,2018-04-22,22,85,15201
datadog,2018Q2,2018-04-23,23,900,16101
datadog,2018Q2,2018-04-24,24,1095,17196
datadog,2018Q2,2018-04-25,25,994,18190
datadog,2018Q2,2018-04-26,26,1048,19238
datadog,2018Q2,2018-04-27,27,1036,20274
datadog,2018Q2,2018-04-28,28,177,20451
datadog,2018Q2,2018-04-29,29,109,20560
datadog,2018Q2,2018-04-30,30,924,21484
datadog,2018Q2,2018-05-01,31,928,22412
datadog,2018Q2,2018-05-02,32,990,23402
datadog,2018Q2,2018-05-03,33,1029,24431
datadog,2018Q2,2018-05-04,34,1052,25483
datadog,2018Q2,2018-05-05,35,117,25600
datadog,2018Q2,2018-05-06,36,64,25664
datadog,2018Q2,2018-05-07,37,1188,26852
datadog,2018Q2,2018-05-08,38,892,27744
datadog,2018Q2,2018-05-09,39,1000,28744
datadog,2018Q2,2018-05-10,40,772,29516
datadog,2018Q2,2018-05-11,41,841,30357
datadog,2018Q2,2018-05-12,42,211,30568
datadog,2018Q2,2018-05-13,43,80,30648
datadog,2018Q2,2018-05-14,44,987,31635
datadog,2018Q2,2018-05-15,45,1184,32819
datadog,2018Q2,2018-05-16,46,997,33816
datadog,2018Q2,2018-05-17,47,1024,34840
datadog,2018Q2,2018-05-18,48,999,35839
datadog,2018Q2,2018-05-19,49,175,36014
datadog,2018Q2,2018-05-20,50,106,36120
datadog,2018Q2,2018-05-21,51,792,36912
datadog,2018Q2,2018-05-22,52,1455,38367
datadog,2018Q2,2018-05-23,53,1098,39465
datadog,2018Q2,2018-05-24,54,1338,40803
datadog,2018Q2,2018-05-25,55,1140,41943
datadog,2018Q2,2018-05-26,56,37,41980
datadog,2018Q2,2018-05-27,57,20,42000
datadog,2018Q2,2018-05-28,58,200,42200
datadog,2018Q2,2018-05-29,59,494,42694
datadog,2018Q2,2018-05-30,60,1118,43812
datadog,2018Q2,2018-05-31,61,1435,45247
datadog,2018Q2,2018-06-01,62,1254,46501
datadog,2018Q2,2018-06-02,63,241,46742
datadog,2018Q2,2018-06-03,64,177,46919
datadog,2018Q2,2018-06-04,65,1360,48279
datadog,2018Q2,2018-06-05,66,1793,50072
datadog,2018Q2,2018-06-06,67,1684,51756
datadog,2018Q2,2018-06-07,68,1439,53195
datadog,2018Q2,2018-06-08,69,1273,54468
datadog,2018Q2,2018-06-09,70,199,54667
datadog,2018Q2,2018-06-10,71,187,54854
datadog,2018Q2,2018-06-11,72,1075,55929
datadog,2018Q2,2018-06-12,73,1735,57664
datadog,2018Q2,2018-06-13,74,1876,59540
datadog,2018Q2,2018-06-14,75,1816,61356
datadog,2018Q2,2018-06-15,76,1531,62887
datadog,2018Q2,2018-06-16,77,243,63130
datadog,2018Q2,2018-06-17,78,160,63290
datadog,2018Q2,2018-06-18,79,1861,65151
datadog,2018Q2,2018-06-19,80,1864,67015
datadog,2018Q2,2018-06-20,81,1987,69002
datadog,2018Q2,2018-06-21,82,1899,70901
datadog,2018Q2,2018-06-22,83,1705,72606
datadog,2018Q2,2018-06-23,84,215,72821
datadog,2018Q2,2018-06-24,85,264,73085
datadog,2018Q2,2018-06-25,86,2081,75166
datadog,2018Q2,2018-06-26,87,2397,77563
datadog,2018Q2,2018-06-27,88,1920,79483
datadog,2018Q2,2018-06-28,89,2109,81592
datadog,2018Q2,2018-06-29,90,2096,83688
datadog,2018Q2,2018-06-30,91,147,83835
datadog,2018Q3,2018-07-01,1,72,72
datadog,2018Q3,2018-07-02,2,1507,1579
datadog,2018Q3,2018-07-03,3,1918,3497
datadog,2018Q3,2018-07-04,4,1493,4990
datadog,2018Q3,2018-07-05,5,2011,7001
datadog,2018Q3,2018-07-06,6,1858,8859
datadog,2018Q3,2018-07-07,7,269,9128
datadog,2018Q3,2018-07-08,8,230,9358
datadog,2018Q3,2018-07-09,9,2132,11490
datadog,2018Q3,2018-07-10,10,2143,13633
datadog,2018Q3,2018-07-11,11,2136,15769
datadog,2018Q3,2018-07-12,12,2061,17830
datadog,2018Q3,2018-07-13,13,1836,19666
datadog,2018Q3,2018-07-14,14,199,19865
datadog,2018Q3,2018-07-15,15,187,20052
datadog,2018Q3,2018-07-16,16,1744,21796
datadog,2018Q3,2018-07-17,17,2054,23850
datadog,2018Q3,2018-07-18,18,2157,26007
datadog,2018Q3,2018-07-19,19,2506,28513
datadog,2018Q3,2018-07-20,20,2172,30685
datadog,2018Q3,2018-07-21,21,289,30974
datadog,2018Q3,2018-07-22,22,208,31182
datadog,2018Q3,2018-07-23,23,2162,33344
datadog,2018Q3,2018-07-24,24,2883,36227
datadog,2018Q3,2018-07-25,25,2649,38876
datadog,2018Q3,2018-07-26,26,2621,41497
datadog,2018Q3,2018-07-27,27,2193,43690
datadog,2018Q3,2018-07-28,28,246,43936
datadog,2018Q3,2018-07-29,29,234,44170
datadog,2018Q3,2018-07-30,30,2481,46651
datadog,2018Q3,2018-07-31,31,2857,49508
datadog,2018Q3,2018-08-01,32,2374,51882
datadog,2018Q3,2018-08-02,33,2733,54615
datadog,2018Q3,2018-08-03,34,2113,56728
datadog,2018Q3,2018-08-04,35,370,57098
datadog,2018Q3,2018-08-05,36,429,57527
datadog,2018Q3,2018-08-06,37,2025,59552
datadog,2018Q3,2018-08-07,38,2717,62269
datadog,2018Q3,2018-08-08,39,2465,64734
datadog,2018Q3,2018-08-09,40,2529,67263
datadog,2018Q3,2018-08-10,41,2340,69603
datadog,2018Q3,2018-08-11,42,424,70027
datadog,2018Q3,2018-08-12,43,305,70332
datadog,2018Q3,2018-08-13,44,2413,72745
datadog,2018Q3,2018-08-14,45,2501,75246
datadog,2018Q3,2018-08-15,46,2930,78176
datadog,2018Q3,2018-08-16,47,2607,80783
datadog,2018Q3,2018-08-17,48,2337,83120
datadog,2018Q3,2018-08-18,49,394,83514
datadog,2018Q3,2018-08-19,50,247,83761
datadog,2018Q3,2018-08-20,51,2608,86369
datadog,2018Q3,2018-08-21,52,3202,89571
datadog,2018Q3,2018-08-22,53,3188,92759
datadog,2018Q3,2018-08-23,54,3246,96005
datadog,2018Q3,2018-08-24,55,2853,98858
datadog,2018Q3,2018-08-25,56,407,99265
datadog,2018Q3,2018-08-26,57,363,99628
datadog,2018Q3,2018-08-27,58,2447,102075
datadog,2018Q3,2018-08-28,59,3009,105084
datadog,2018Q3,2018-08-29,60,2747,107831
datadog,2018Q3,2018-08-30,61,2986,110817
datadog,2018Q3,2018-08-31,62,2670,113487
datadog,2018Q3,2018-09-01,63,564,114051
datadog,2018Q3,2018-09-02,64,320,114371
datadog,2018Q3,2018-09-03,65,1433,115804
datadog,2018Q3,2018-09-04,66,2939,118743
datadog,2018Q3,2018-09-05,67,3367,122110
datadog,2018Q3,2018-09-06,68,3123,125233
